cheap_seed,variant,group_id,mode,action_id,action_name,correct,confidence,best_distance,second_best_distance,pred_margin,correct_distance
1,id_block2_h36_seed0,9000,small_full,1,right,1,0.9995617270469666,1.1502058506011963,1.3082209825515747,0.1580151319503784,1.1502058506011963
1,id_block2_h36_seed0,9001,small_full,1,right,1,0.9995939135551452,1.035223126411438,1.2044662237167358,0.1692430973052978,1.035223126411438
1,id_block2_h36_seed0,9002,small_full,1,right,1,0.9998891353607178,0.9145358204841614,1.0982941389083862,0.1837583184242248,0.9145358204841614
1,id_block2_h36_seed0,9003,small_full,4,backward,1,0.9991466999053956,0.8447605967521667,0.9970768094062804,0.1523162126541137,0.8447605967521667
1,id_block2_h36_seed0,9004,small_full,3,forward,1,0.9268919825553894,1.903908371925354,1.9553236961364744,0.0514153242111206,1.903908371925354
1,id_block2_h36_seed0,9005,small_full,4,backward,1,0.9962137341499328,1.5137214660644531,1.6298192739486694,0.1160978078842163,1.5137214660644531
1,id_block2_h36_seed0,9006,small_full,3,forward,1,0.9992558360099792,1.0216004848480225,1.1700502634048462,0.1484497785568237,1.0216004848480225
1,id_block2_h36_seed0,9007,small_full,2,left,1,0.981097936630249,1.279080510139465,1.3599344491958618,0.0808539390563964,1.279080510139465
1,id_block2_h36_seed0,9008,small_full,2,left,1,0.9967324733734132,0.9208204746246338,1.0520650148391724,0.1312445402145385,0.9208204746246338
1,id_block2_h36_seed0,9009,small_full,3,forward,1,0.9990839958190918,0.8603808879852295,1.0067600011825562,0.1463791131973266,0.8603808879852295
1,id_block2_h36_seed0,9010,small_full,3,forward,1,0.9997771382331848,0.8702595829963684,1.044947624206543,0.1746880412101745,0.8702595829963684
1,id_block2_h36_seed0,9011,small_full,2,left,1,0.999525547027588,1.0709155797958374,1.2291260957717896,0.1582105159759521,1.0709155797958374
1,id_block2_h36_seed0,9012,small_full,4,backward,1,0.9995980858802797,0.9734352231025696,1.1301096677780151,0.1566744446754455,0.9734352231025696
1,id_block2_h36_seed0,9015,small_full,4,backward,1,0.9998795986175536,0.9692966341972352,1.1533340215682983,0.1840373873710632,0.9692966341972352
1,id_block2_h36_seed0,9016,small_full,1,right,1,0.9973402619361876,1.7672615051269531,1.8876789808273315,0.1204174757003784,1.7672615051269531
1,id_block2_h36_seed0,9017,small_full,2,left,1,0.9986621141433716,0.9336798787117004,1.068288803100586,0.1346089243888855,0.9336798787117004
1,id_block2_h36_seed0,9018,small_full,2,left,1,0.9997463822364808,0.9662835001945496,1.135576605796814,0.1692931056022644,0.9662835001945496
1,id_block2_h36_seed0,9019,small_full,2,left,1,0.9998052716255188,1.025907039642334,1.2064136266708374,0.1805065870285034,1.025907039642334
1,id_block2_h36_seed0,9020,small_full,2,left,1,0.9875448346138,1.2394174337387085,1.333540439605713,0.0941230058670044,1.2394174337387085
1,id_block2_h36_seed0,9021,small_full,4,backward,1,0.998897671699524,0.9062423706054688,1.0436931848526,0.1374508142471313,0.9062423706054688
1,id_block2_h36_seed0,9024,small_full,1,right,1,0.9999797344207764,1.1566869020462036,1.3828750848770142,0.2261881828308105,1.1566869020462036
1,id_block2_h36_seed0,9026,small_full,2,left,1,0.9139666557312012,1.948571801185608,1.9959324598312376,0.0473606586456298,1.948571801185608
1,id_block2_h36_seed0,9029,small_full,1,right,1,0.9997089505195618,0.9835911393165588,1.1488603353500366,0.1652691960334777,0.9835911393165588
1,id_block2_h36_seed0,9030,small_full,2,left,1,0.9947606921195984,1.3863531351089478,1.5022372007369995,0.1158840656280517,1.3863531351089478
1,id_block2_h36_seed0,9031,small_full,2,left,1,0.995811939239502,1.4079946279525757,1.5239232778549194,0.1159286499023437,1.4079946279525757
1,id_block2_h36_seed0,9032,small_full,3,forward,1,0.9824720621109008,1.8623619079589844,1.943709373474121,0.0813474655151367,1.8623619079589844
1,id_block2_h36_seed0,9036,small_full,1,right,1,0.9992603659629822,1.4621801376342771,1.6072545051574707,0.1450743675231933,1.4621801376342771
1,id_block2_h36_seed0,9037,small_full,2,left,1,0.9999585151672364,0.9130501747131348,1.1188406944274902,0.2057905197143554,0.9130501747131348
1,id_block2_h36_seed0,9038,small_full,4,backward,1,0.9998949766159058,0.8826091289520264,1.0768622159957886,0.1942530870437622,0.8826091289520264
1,id_block2_h36_seed0,9041,small_full,3,forward,1,0.9992157220840454,0.8026533126831055,0.95440274477005,0.1517494320869445,0.8026533126831055
1,id_block2_h36_seed0,9042,small_full,1,right,1,0.9953472018241882,2.1109402179718018,2.219759225845337,0.1088190078735351,2.1109402179718018
1,id_block2_h36_seed0,9043,small_full,4,backward,1,0.9997914433479308,1.010823369026184,1.1907774209976196,0.1799540519714355,1.010823369026184
1,id_block2_h36_seed0,9045,small_full,1,right,1,0.9827576279640198,2.134258985519409,2.223235845565796,0.0889768600463867,2.134258985519409
1,id_block2_h36_seed0,9046,small_full,1,right,1,0.9996827840805054,1.064577579498291,1.2396061420440674,0.1750285625457763,1.064577579498291
1,id_block2_h36_seed0,9048,small_full,2,left,1,0.9996635913848876,2.0557212829589844,2.216760873794556,0.1610395908355713,2.0557212829589844
1,id_block2_h36_seed0,9049,small_full,2,left,1,0.9847068190574646,1.5808733701705933,1.6644366979599,0.0835633277893066,1.5808733701705933
1,id_block2_h36_seed0,9050,small_full,2,left,1,0.999895453453064,1.037273645401001,1.2281666994094849,0.1908930540084839,1.037273645401001
1,id_block2_h36_seed0,9051,small_full,2,left,0,0.3900512754917145,1.6603344678878784,1.6612156629562378,0.0008811950683593,1.6612156629562378
1,id_block2_h36_seed0,9052,small_full,3,forward,1,0.9997429251670836,0.9847030639648438,1.1619106531143188,0.1772075891494751,0.9847030639648438
1,id_block2_h36_seed0,9053,small_full,2,left,1,0.9950881600379944,1.8850212097167969,1.99124813079834,0.1062269210815429,1.8850212097167969
1,id_block2_h36_seed0,9054,small_full,2,left,1,0.9997150301933287,0.9456279277801514,1.1256183385849,0.1799904108047485,0.9456279277801514
1,id_block2_h36_seed0,9055,small_full,3,forward,1,0.9994187355041504,0.6833627820014954,0.835254967212677,0.1518921852111816,0.6833627820014954
1,id_block2_h36_seed0,9056,small_full,4,backward,1,0.9969367980957032,0.8238723874092102,0.9413254261016846,0.1174530386924743,0.8238723874092102
1,id_block2_h36_seed0,9057,small_full,4,backward,1,0.999882698059082,0.9874770641326904,1.1724218130111694,0.184944748878479,0.9874770641326904
1,id_block2_h36_seed0,9060,small_full,3,forward,1,0.9998062252998352,1.7671175003051758,1.9392257928848269,0.1721082925796508,1.7671175003051758
1,id_block2_h36_seed0,9061,small_full,4,backward,1,0.9996923208236694,0.8447605967521667,1.0169025659561155,0.1721419692039489,0.8447605967521667
1,id_block2_h36_seed0,9062,small_full,3,forward,0,0.6270899772644043,1.0261292457580566,1.0562102794647217,0.030081033706665,1.0562102794647217
1,id_block2_h36_seed0,9063,small_full,2,left,1,0.987466037273407,1.794538140296936,1.8819888830184937,0.0874507427215576,1.794538140296936
1,id_block2_h36_seed0,9064,small_full,4,backward,1,0.9999599456787108,0.783153235912323,0.9911727905273438,0.2080195546150207,0.783153235912323
1,id_block2_h36_seed0,9065,small_full,4,backward,1,0.9973909258842468,1.1813126802444458,1.301495909690857,0.1201832294464111,1.1813126802444458
1,id_block2_h36_seed0,9066,small_full,3,forward,1,0.9997321963310242,0.9473695755004884,1.1205416917800903,0.173172116279602,0.9473695755004884
1,id_block2_h36_seed0,9067,small_full,2,left,1,0.9961701035499572,0.9268507361412048,1.0501885414123535,0.1233378052711486,0.9268507361412048
1,id_block2_h36_seed0,9068,small_full,2,left,1,0.9999439716339112,0.9220163226127625,1.1192501783370972,0.1972338557243347,0.9220163226127625
1,id_block2_h36_seed0,9069,small_full,2,left,1,0.9998596906661988,0.9475154876708984,1.1321266889572144,0.1846112012863159,0.9475154876708984
1,id_block2_h36_seed0,9070,small_full,2,left,1,0.999784767627716,1.5659971237182615,1.7401256561279297,0.1741285324096679,1.5659971237182615
1,id_block2_h36_seed0,9071,small_full,1,right,1,0.9998703002929688,0.9544820189476012,1.1356887817382812,0.1812067627906799,0.9544820189476012
1,id_block2_h36_seed0,9072,small_full,2,left,1,0.995932400226593,0.9033846259117126,1.0271798372268677,0.123795211315155,0.9033846259117126
1,id_block2_h36_seed0,9073,small_full,1,right,1,0.9996798038482666,1.1836130619049072,1.3524799346923828,0.1688668727874755,1.1836130619049072
1,id_block2_h36_seed0,9074,small_full,4,backward,1,0.9982362985610962,0.7992839813232422,0.9266130328178406,0.1273290514945984,0.7992839813232422
1,id_block2_h36_seed0,9075,small_full,3,forward,1,0.9998658895492554,0.8920957446098328,1.0728548765182495,0.1807591319084167,0.8920957446098328
