cheap_seed,variant,group_id,mode,action_id,action_name,correct,confidence,best_distance,second_best_distance,pred_margin,correct_distance
2,id_block2_h36_seed0,9000,small_full,1,right,1,0.999854326248169,1.12741219997406,1.310001015663147,0.1825888156890869,1.12741219997406
2,id_block2_h36_seed0,9001,small_full,1,right,1,0.9999526739120485,1.440698266029358,1.655962586402893,0.2152643203735351,1.440698266029358
2,id_block2_h36_seed0,9002,small_full,1,right,1,0.998602569103241,0.9906010627746582,1.1222554445266724,0.1316543817520141,0.9906010627746582
2,id_block2_h36_seed0,9003,small_full,4,backward,1,0.9997145533561708,0.7616822123527527,0.9412276744842528,0.1795454621315002,0.7616822123527527
2,id_block2_h36_seed0,9004,small_full,3,forward,1,0.9740866422653198,1.8383771181106567,1.9118019342422483,0.0734248161315918,1.8383771181106567
2,id_block2_h36_seed0,9005,small_full,4,backward,1,0.980180561542511,1.81600284576416,1.89443838596344,0.0784355401992797,1.81600284576416
2,id_block2_h36_seed0,9006,small_full,3,forward,1,0.9995655417442322,0.9734759330749512,1.1368974447250366,0.1634215116500854,0.9734759330749512
2,id_block2_h36_seed0,9007,small_full,2,left,1,0.9989230036735536,1.7443361282348633,1.8873218297958372,0.1429857015609741,1.7443361282348633
2,id_block2_h36_seed0,9008,small_full,2,left,1,0.9940229058265686,0.8990307450294495,1.015738010406494,0.1167072653770446,0.8990307450294495
2,id_block2_h36_seed0,9009,small_full,3,forward,1,0.9998953342437744,0.9629058837890624,1.153797268867493,0.1908913850784301,0.9629058837890624
2,id_block2_h36_seed0,9010,small_full,3,forward,1,0.9996685981750488,0.8298287391662598,1.0085961818695068,0.178767442703247,0.8298287391662598
2,id_block2_h36_seed0,9011,small_full,2,left,1,0.9999537467956544,1.001759052276611,1.204962968826294,0.2032039165496826,1.001759052276611
2,id_block2_h36_seed0,9012,small_full,4,backward,1,0.999942660331726,0.9965021014213562,1.192834496498108,0.1963323950767517,0.9965021014213562
2,id_block2_h36_seed0,9015,small_full,4,backward,1,0.9996405839920044,0.98380708694458,1.14521324634552,0.1614061594009399,0.98380708694458
2,id_block2_h36_seed0,9016,small_full,1,right,1,0.9994762539863586,1.9681743383407595,2.12030291557312,0.1521285772323608,1.9681743383407595
2,id_block2_h36_seed0,9017,small_full,2,left,1,0.9995933175086976,0.749403715133667,0.90781569480896,0.1584119796752929,0.749403715133667
2,id_block2_h36_seed0,9018,small_full,2,left,1,0.999946355819702,0.9519068598747252,1.1618467569351196,0.2099398970603943,0.9519068598747252
2,id_block2_h36_seed0,9019,small_full,2,left,1,0.999566376209259,0.9926919937133788,1.1504429578781128,0.1577509641647339,0.9926919937133788
2,id_block2_h36_seed0,9020,small_full,2,left,1,0.9989984631538392,1.3861756324768066,1.5308250188827517,0.1446493864059448,1.3861756324768066
2,id_block2_h36_seed0,9021,small_full,4,backward,1,0.9997419714927672,0.8492910861968994,1.0170457363128662,0.1677546501159668,0.8492910861968994
2,id_block2_h36_seed0,9024,small_full,1,right,1,0.9999924898147584,1.1835981607437134,1.4267996549606323,0.2432014942169189,1.1835981607437134
2,id_block2_h36_seed0,9026,small_full,2,left,1,0.9714949131011964,1.610311508178711,1.6811994314193726,0.0708879232406616,1.610311508178711
2,id_block2_h36_seed0,9029,small_full,1,right,1,0.9999102354049684,0.992990791797638,1.1843422651290894,0.1913514733314514,0.992990791797638
2,id_block2_h36_seed0,9030,small_full,2,left,1,0.9957031607627868,1.6312440633773804,1.7510414123535156,0.1197973489761352,1.6312440633773804
2,id_block2_h36_seed0,9031,small_full,2,left,1,0.987046241760254,1.8267539739608765,1.922913074493408,0.0961591005325317,1.8267539739608765
2,id_block2_h36_seed0,9032,small_full,3,forward,1,0.9949147701263428,1.8325320482254028,1.943877339363098,0.1113452911376953,1.8325320482254028
2,id_block2_h36_seed0,9036,small_full,1,right,1,0.9998831748962402,2.061073064804077,2.243594169616699,0.182521104812622,2.061073064804077
2,id_block2_h36_seed0,9037,small_full,2,left,1,0.9997157454490662,1.0508259534835815,1.2162097692489624,0.1653838157653808,1.0508259534835815
2,id_block2_h36_seed0,9038,small_full,4,backward,1,0.9997994303703308,0.8390557169914246,1.0242727994918823,0.1852170825004577,0.8390557169914246
2,id_block2_h36_seed0,9041,small_full,3,forward,1,0.9994083642959596,0.7550408244132996,0.9116354584693908,0.1565946340560913,0.7550408244132996
2,id_block2_h36_seed0,9042,small_full,1,right,1,0.9947671890258788,2.160240173339844,2.2724609375,0.1122207641601562,2.160240173339844
2,id_block2_h36_seed0,9043,small_full,4,backward,1,0.9998766183853148,0.9548845291137696,1.1514476537704468,0.1965631246566772,0.9548845291137696
2,id_block2_h36_seed0,9045,small_full,1,right,1,0.969412088394165,2.318636894226074,2.391885995864868,0.0732491016387939,2.318636894226074
2,id_block2_h36_seed0,9046,small_full,1,right,1,0.999845027923584,1.0595245361328125,1.243009090423584,0.1834845542907714,1.0595245361328125
2,id_block2_h36_seed0,9048,small_full,2,left,1,0.999932050704956,1.8253473043441768,2.0241124629974365,0.1987651586532592,1.8253473043441768
2,id_block2_h36_seed0,9049,small_full,2,left,1,0.9995645880699158,1.8760390281677248,2.032418966293335,0.1563799381256103,1.8760390281677248
2,id_block2_h36_seed0,9050,small_full,2,left,1,0.99976247549057,0.8810784220695496,1.0533348321914673,0.1722564101219177,0.8810784220695496
2,id_block2_h36_seed0,9051,small_full,2,left,1,0.8500001430511475,2.0955581665039062,2.131054162979126,0.0354959964752197,2.0955581665039062
2,id_block2_h36_seed0,9052,small_full,3,forward,1,0.998805284500122,0.9447994232177734,1.0839508771896362,0.1391514539718628,0.9447994232177734
2,id_block2_h36_seed0,9053,small_full,2,left,1,0.9642953872680664,2.203041315078736,2.2689943313598637,0.0659530162811279,2.203041315078736
2,id_block2_h36_seed0,9054,small_full,2,left,1,0.999876856803894,0.8931276202201843,1.0941654443740845,0.2010378241539001,0.8931276202201843
2,id_block2_h36_seed0,9055,small_full,3,forward,1,0.9894158840179444,0.6806283593177795,0.7752034068107605,0.0945750474929809,0.6806283593177795
2,id_block2_h36_seed0,9056,small_full,4,backward,1,0.9979689717292786,0.6756455898284912,0.8097335696220398,0.1340879797935485,0.6756455898284912
2,id_block2_h36_seed0,9057,small_full,4,backward,1,0.9998931884765624,0.9778099656105042,1.1713868379592896,0.1935768723487854,0.9778099656105042
2,id_block2_h36_seed0,9060,small_full,3,forward,1,0.9991917014122008,1.740799069404602,1.8835855722427368,0.1427865028381347,1.740799069404602
2,id_block2_h36_seed0,9061,small_full,4,backward,1,0.999908685684204,0.7616822123527527,0.9546217918395996,0.1929395794868469,0.7616822123527527
2,id_block2_h36_seed0,9062,small_full,3,forward,0,0.7075835466384888,1.072632908821106,1.1070795059204102,0.0344465970993042,1.111444115638733
2,id_block2_h36_seed0,9063,small_full,2,left,1,0.9962440729141236,1.8345580101013184,1.952970147132873,0.1184121370315551,1.8345580101013184
2,id_block2_h36_seed0,9064,small_full,4,backward,1,0.9998323917388916,0.7891057133674622,0.9728062748908995,0.1837005615234375,0.7891057133674622
2,id_block2_h36_seed0,9065,small_full,4,backward,1,0.9975211024284364,1.521844744682312,1.6424885988235474,0.1206438541412353,1.521844744682312
2,id_block2_h36_seed0,9066,small_full,3,forward,1,0.9997654557228088,0.7294986844062805,0.9079222679138184,0.1784235835075378,0.7294986844062805
2,id_block2_h36_seed0,9067,small_full,2,left,1,0.9860407114028932,0.794682502746582,0.8836898803710938,0.0890073776245117,0.794682502746582
2,id_block2_h36_seed0,9068,small_full,2,left,1,0.9999113082885742,1.0380209684371948,1.2348724603652954,0.1968514919281005,1.0380209684371948
2,id_block2_h36_seed0,9069,small_full,2,left,1,0.9999289512634276,1.0304040908813477,1.2272650003433228,0.1968609094619751,1.0304040908813477
2,id_block2_h36_seed0,9070,small_full,2,left,1,0.9997485280036926,2.128369092941284,2.294677734375,0.1663086414337158,2.128369092941284
2,id_block2_h36_seed0,9071,small_full,1,right,1,0.9998751878738404,1.1515413522720337,1.3395951986312866,0.1880538463592529,1.1515413522720337
2,id_block2_h36_seed0,9072,small_full,2,left,1,0.9989834427833556,0.8638923764228821,1.0136195421218872,0.1497271656990051,0.8638923764228821
2,id_block2_h36_seed0,9073,small_full,1,right,1,0.9998435974121094,1.0899088382720947,1.276651382446289,0.1867425441741943,1.0899088382720947
2,id_block2_h36_seed0,9074,small_full,4,backward,1,0.9996899366378784,0.7938475012779236,0.955632507801056,0.1617850065231323,0.7938475012779236
2,id_block2_h36_seed0,9075,small_full,3,forward,1,0.9999822378158568,0.9068333506584167,1.1289173364639282,0.2220839858055114,0.9068333506584167
2,id_block2_h36_seed0,9077,small_full,2,left,1,0.9835458993911744,1.2109860181808472,1.2946897745132446,0.0837037563323974,1.2109860181808472
2,id_block2_h36_seed0,9078,small_full,3,forward,1,0.9872647523880004,1.8050428628921509,1.8951095342636108,0.0900666713714599,1.8050428628921509
2,id_block2_h36_seed0,9079,small_full,4,backward,1,0.9999494552612304,1.7743340730667114,1.973446249961853,0.1991121768951416,1.7743340730667114
2,id_block2_h36_seed0,9080,small_full,1,right,1,0.999959111213684,1.0068129301071167,1.2164701223373413,0.2096571922302246,1.0068129301071167
2,id_block2_h36_seed0,9081,small_full,1,right,1,0.9999402761459352,0.9075281023979188,1.1040518283843994,0.1965237259864807,0.9075281023979188
2,id_block2_h36_seed0,9082,small_full,4,backward,1,0.9835916757583618,1.3642727136611938,1.4461935758590698,0.0819208621978759,1.3642727136611938
2,id_block2_h36_seed0,9086,small_full,3,forward,1,0.9997629523277284,2.0372354984283447,2.2045767307281494,0.1673412322998047,2.0372354984283447
2,id_block2_h36_seed0,9087,small_full,4,backward,1,0.9999927282333374,1.8781614303588867,2.127274513244629,0.2491130828857422,1.8781614303588867
2,id_block2_h36_seed0,9089,small_full,4,backward,1,0.9997344613075256,1.5435000658035278,1.7197208404541016,0.1762207746505737,1.5435000658035278
2,id_block2_h36_seed0,9090,small_full,1,right,1,0.9999964237213136,1.5945171117782593,1.8478742837905884,0.2533571720123291,1.5945171117782593
2,id_block2_h36_seed0,9091,small_full,4,backward,1,0.9814485907554626,1.0762149095535278,1.1632825136184692,0.0870676040649414,1.0762149095535278
2,id_block2_h36_seed0,9092,small_full,2,left,1,0.9808737635612488,2.0781455039978027,2.158652067184448,0.0805065631866455,2.0781455039978027
2,id_block2_h36_seed0,9093,small_full,1,right,1,0.999784767627716,1.0588921308517456,1.2282780408859253,0.1693859100341797,1.0588921308517456
2,id_block2_h36_seed0,9095,small_full,4,backward,1,0.9992024302482604,1.716143250465393,1.8589369058609009,0.1427936553955078,1.716143250465393
2,id_block2_h36_seed0,9096,small_full,3,forward,1,0.9990888833999634,0.9488539695739746,1.0973716974258425,0.1485177278518676,0.9488539695739746
2,id_block2_h36_seed0,9097,small_full,1,right,1,0.9899218678474426,1.1994110345840454,1.2920833826065063,0.0926723480224609,1.1994110345840454
2,id_block2_h36_seed0,9099,small_full,1,right,1,0.9767298102378844,1.311508059501648,1.3958373069763184,0.0843292474746704,1.311508059501648
2,id_block2_h36_seed0,9100,small_full,2,left,1,0.9987130165100098,0.9905996918678284,1.1322331428527832,0.1416334509849548,0.9905996918678284
2,id_block2_h36_seed0,9102,small_full,1,right,1,0.9999749660491944,1.1059852838516235,1.3262031078338623,0.2202178239822387,1.1059852838516235
2,id_block2_h36_seed0,9103,small_full,1,right,1,0.9984769225120544,2.3347322940826416,2.4648444652557373,0.1301121711730957,2.3347322940826416
2,id_block2_h36_seed0,9104,small_full,3,forward,1,0.9998334646224976,1.0282596349716189,1.2061829566955566,0.177923321723938,1.0282596349716189
2,id_block2_h36_seed0,9105,small_full,4,backward,1,0.999974489212036,1.7231049537658691,1.9402920007705688,0.2171870470046997,1.7231049537658691
2,id_block2_h36_seed0,9108,small_full,2,left,1,0.9900575280189514,2.128369092941284,2.220982789993286,0.0926136970520019,2.128369092941284
2,id_block2_h36_seed0,9109,small_full,2,left,1,0.99998676776886,0.9757019877433776,1.2177681922912598,0.242066204547882,0.9757019877433776
2,id_block2_h36_seed0,9110,small_full,3,forward,1,0.9997196793556212,1.678730607032776,1.843265175819397,0.1645345687866211,1.678730607032776
2,id_block2_h36_seed0,9111,small_full,2,left,1,0.9996520280838012,0.9229257702827454,1.0885380506515503,0.1656122803688049,0.9229257702827454
2,id_block2_h36_seed0,9112,small_full,4,backward,1,0.9999157190322876,1.178916335105896,1.3676577806472778,0.1887414455413818,1.178916335105896
2,id_block2_h36_seed0,9113,small_full,2,left,1,0.955246925354004,0.9997098445892334,1.0684996843338013,0.0687898397445678,0.9997098445892334
2,id_block2_h36_seed0,9114,small_full,2,left,1,0.9971304535865784,1.517269492149353,1.634391188621521,0.1171216964721679,1.517269492149353
2,id_block2_h36_seed0,9115,small_full,4,backward,1,0.9992838501930236,1.791516900062561,1.947508215904236,0.1559913158416748,1.791516900062561
2,id_block2_h36_seed0,9117,small_full,4,backward,1,0.9978814721107484,1.7069741487503052,1.8300975561141968,0.1231234073638916,1.7069741487503052
2,id_block2_h36_seed0,9118,small_full,3,forward,1,0.999674677848816,1.6423145532608032,1.8045258522033687,0.1622112989425659,1.6423145532608032
2,id_block2_h36_seed0,9119,small_full,3,forward,1,0.9999490976333618,0.8755517601966858,1.0860042572021484,0.2104524970054626,0.8755517601966858
2,id_block2_h36_seed0,9120,small_full,4,backward,1,0.920423984527588,1.917414665222168,1.9665218591690063,0.0491071939468383,1.917414665222168
2,id_block2_h36_seed0,9122,small_full,3,forward,1,0.9999959468841552,0.6798518300056458,0.937309741973877,0.2574579119682312,0.6798518300056458
2,id_block2_h36_seed0,9123,small_full,3,forward,1,0.9995238780975342,1.793434500694275,1.9481325149536133,0.1546980142593383,1.793434500694275
2,id_block2_h36_seed0,9125,small_full,2,left,1,0.9983178377151488,1.0209169387817385,1.1597576141357422,0.1388406753540039,1.0209169387817385
2,id_block2_h36_seed0,9126,small_full,1,right,1,0.9903212189674376,1.0552600622177124,1.155311942100525,0.1000518798828125,1.0552600622177124
2,id_block2_h36_seed0,9127,small_full,1,right,1,0.9782228469848632,2.128885269165039,2.2054760456085205,0.0765907764434814,2.128885269165039
2,id_block2_h36_seed0,9128,small_full,4,backward,1,0.9998375177383424,0.6747143864631653,0.8662629127502441,0.1915485262870788,0.6747143864631653
2,id_block2_h36_seed0,9129,small_full,4,backward,1,0.9998884201049804,1.808069348335266,2.002845048904419,0.1947757005691528,1.808069348335266
2,id_block2_h36_seed0,9131,small_full,4,backward,1,0.998139500617981,1.5041428804397583,1.6377121210098269,0.1335692405700683,1.5041428804397583
2,id_block2_h36_seed0,9133,small_full,1,right,1,0.9998538494110109,0.8974917531013489,1.0757488012313845,0.1782570481300354,0.8974917531013489
2,id_block2_h36_seed0,9134,small_full,3,forward,1,0.9999569654464722,1.0058199167251587,1.20933735370636,0.2035174369812011,1.0058199167251587
2,id_block2_h36_seed0,9135,small_full,2,left,1,0.9984684586524964,2.3651108741760254,2.5035154819488525,0.1384046077728271,2.3651108741760254
2,id_block2_h36_seed0,9136,small_full,3,forward,1,0.9994805455207824,0.9127590656280518,1.0818322896957395,0.169073224067688,0.9127590656280518
2,id_block2_h36_seed0,9137,small_full,2,left,1,0.9963866472244264,2.1174156665802,2.2330148220062256,0.1155991554260253,2.1174156665802
2,id_block2_h36_seed0,9139,small_full,2,left,1,0.9825878739356996,1.297173023223877,1.378508448600769,0.081335425376892,1.297173023223877
2,id_block2_h36_seed0,9142,small_full,1,right,1,0.9988092184066772,1.1590114831924438,1.2951581478118896,0.1361466646194458,1.1590114831924438
2,id_block2_h36_seed0,9143,small_full,3,forward,1,0.9983539581298828,1.860679626464844,1.9921517372131348,0.131472110748291,1.860679626464844
2,id_block2_h36_seed0,9144,small_full,4,backward,1,0.999955415725708,1.6463508605957031,1.853424072265625,0.2070732116699218,1.6463508605957031
2,id_block2_h36_seed0,9146,small_full,4,backward,1,0.999964475631714,0.6964945793151855,0.9178870320320128,0.2213924527168274,0.6964945793151855
2,id_block2_h36_seed0,9149,small_full,3,forward,1,0.9992285966873168,1.7487891912460327,1.8933454751968384,0.1445562839508056,1.7487891912460327
2,id_block2_h36_seed0,9150,small_full,3,forward,1,0.9999775886535645,1.12968909740448,1.3586044311523438,0.2289153337478637,1.12968909740448
2,id_block2_h36_seed0,9151,small_full,1,right,1,0.9938355088233948,2.318636894226074,2.421354055404663,0.1027171611785888,2.318636894226074
2,id_block2_h36_seed0,9152,small_full,4,backward,1,0.998902440071106,0.9444472193717957,1.0964915752410889,0.1520443558692932,0.9444472193717957
2,id_block2_h36_seed0,9154,small_full,4,backward,1,0.999992847442627,1.8014841079711916,2.0387086868286133,0.2372245788574218,1.8014841079711916
2,id_block2_h36_seed0,9155,small_full,2,left,1,0.9956589937210084,1.6312440633773804,1.7510414123535156,0.1197973489761352,1.6312440633773804
2,id_block2_h36_seed0,9156,small_full,4,backward,1,0.9974810481071472,1.06840980052948,1.188053011894226,0.1196432113647461,1.06840980052948
2,id_block2_h36_seed0,9157,small_full,3,forward,1,0.9999600648880004,0.8327649235725403,1.0366687774658203,0.20390385389328,0.8327649235725403
2,id_block2_h36_seed0,9160,small_full,4,backward,1,0.9999961853027344,1.5172038078308103,1.7665420770645142,0.2493382692337036,1.5172038078308103
2,id_block2_h36_seed0,9161,small_full,2,left,1,0.9980657696723938,1.672759175300598,1.7981690168380735,0.1254098415374755,1.672759175300598
2,id_block2_h36_seed0,9162,small_full,4,backward,1,0.9993614554405212,1.6866925954818726,1.834535002708435,0.1478424072265625,1.6866925954818726
2,id_block2_h36_seed0,9163,small_full,4,backward,1,0.969595730304718,1.766891598701477,1.8362683057785036,0.0693767070770263,1.766891598701477
2,id_block2_h36_seed0,9164,small_full,1,right,1,0.9999247789382936,0.8554749488830566,1.0534062385559082,0.1979312896728515,0.8554749488830566
